,y
6413,4
1430,4
15852,2
11480,3
3547,4
2012,1
4846,0
13609,1
10816,0
3604,0
11183,4
13990,4
6896,4
17534,4
15351,0
9609,4
14787,3
10096,2
17462,4
12510,4
1748,0
6126,3
4917,3
533,4
4655,0
15711,4
15476,0
12271,2
16452,0
2542,0
1247,4
1362,0
5548,0
3861,0
8492,0
8103,1
14060,4
4893,4
8581,4
12900,4
11604,2
17019,4
4841,4
4626,0
6778,4
9263,3
13259,4
2858,4
15633,4
3392,1
12143,4
9587,0
12408,3
12772,3
10502,4
1234,2
11425,3
16218,1
2687,0
6665,4
12316,0
13677,0
11809,3
17386,0
5769,1
5395,3
11851,0
6967,0
12161,1
3216,1
12902,0
2874,0
11458,4
7073,0
16096,4
8344,1
6161,3
12463,0
13285,0
8874,4
7079,0
17530,4
11970,0
636,3
1453,0
11693,0
7764,4
9925,4
9668,3
3857,4
10062,2
5186,0
1922,1
9516,2
4230,1
17804,0
11304,4
12464,4
4742,0
675,0
13647,0
8434,1
17913,0
610,3
4807,2
15783,4
17083,4
5723,1
4959,4
2558,0
1940,2
7287,1
8332,4
16949,3
15180,3
3697,1
11607,0
2862,1
11983,4
8843,3
805,3
13538,2
16946,3
12703,1
12927,0
405,4
17440,2
17474,3
13074,0
15690,1
8744,3
1521,4
8913,0
6279,0
13956,2
15398,0
10326,4
4169,3
9782,0
7954,0
16290,4
15629,1
8849,0
17881,4
10061,2
5503,0
3305,3
2475,4
16504,4
15606,2
16704,4
8836,2
5850,0
12725,0
5828,0
10671,4
5678,3
1516,4
3467,1
5692,0
5471,2
2572,4
7497,1
9159,0
13277,0
8084,4
6571,4
4804,2
9347,2
8269,1
16068,3
13822,4
10416,0
13290,3
1056,2
16129,0
16294,4
449,1
10978,0
1147,4
14608,4
4489,2
956,2
800,0
15769,0
5719,1
7155,2
4888,1
2956,0
8094,4
1923,4
11781,1
5615,0
15959,2
4990,4
12562,0
8385,4
16685,4
1691,2
3829,3
12207,3
1033,1
6115,0
5425,0
15092,1
3161,1
8747,3
4293,2
4799,0
12526,0
6870,1
16123,1
16498,0
1457,4
14467,1
10678,3
15110,0
2849,3
4735,2
2335,1
8891,3
13713,2
9882,4
11355,3
16626,3
13366,3
4157,1
8519,2
14930,2
1607,3
14376,2
13632,4
15743,4
12805,1
16419,0
15163,0
4001,1
14602,2
7103,0
647,0
10506,4
8779,0
4179,3
11020,0
348,0
7269,4
13065,0
7952,2
2657,0
8947,1
12274,0
8481,2
9930,0
1128,0
5824,1
17902,3
11281,4
459,0
13775,3
6187,1
1535,1
5129,2
1568,0
3441,1
9764,0
2756,2
14524,4
6567,0
3207,0
1703,3
16810,0
1211,0
11164,3
9819,1
2586,0
9076,3
4797,0
1654,2
11163,0
16030,0
4422,3
15671,3
831,0
3485,3
7656,1
16198,3
1592,3
14424,0
9165,4
16388,0
3277,4
9526,1
12835,4
6945,2
17584,4
16848,2
13642,4
11083,0
9252,4
2084,2
10669,3
6893,3
12742,3
4502,2
10795,4
16061,4
1391,3
9015,2
4257,3
3054,0
6639,4
9012,3
6062,0
16864,4
7444,4
6719,4
7914,4
8657,0
11018,3
13768,0
12970,4
8623,0
8830,0
15130,3
14971,0
14004,0
12813,2
10645,3
1249,3
16410,4
15997,4
15056,0
5461,4
17204,1
8813,4
4429,3
10268,1
4235,4
9240,3
15574,4
2285,4
16500,3
6113,2
1014,3
12375,4
8770,2
15144,4
12542,0
3493,4
9035,1
16902,1
1449,0
16882,2
17153,0
1874,4
17639,1
14403,1
12232,0
12,2
9968,0
12504,4
13465,4
16903,0
1788,0
11551,3
2485,0
3763,0
15992,3
15445,0
11148,3
14657,3
62,4
7965,3
8449,0
15300,4
13261,0
6071,4
14239,4
6231,3
5351,0
13617,2
528,4
216,4
10088,4
13741,4
4480,3
13171,4
15301,3
8667,0
4802,3
8685,4
14514,4
6153,1
15704,2
4667,0
17294,0
16732,4
15838,4
10037,0
9914,3
6321,4
12773,1
14630,3
7829,0
734,2
3674,2
3383,0
5732,0
12430,1
1319,4
8333,2
14368,0
14589,4
4880,3
4055,0
9123,4
4897,1
14369,1
3603,3
7924,2
1749,4
16873,4
8531,1
15549,4
3428,4
7266,0
12357,4
5002,3
9824,2
14617,4
7316,0
7809,0
1177,0
10736,1
12085,1
16200,3
6089,1
17634,1
7790,4
1701,1
8662,1
6836,0
7917,2
5043,0
5664,0
2320,0
641,1
8956,4
2562,3
3133,2
7984,0
7191,2
10651,2
5292,0
11202,0
8273,1
16048,4
7450,0
17788,2
15356,4
6900,1
8951,1
16121,0
2830,4
5623,0
14685,4
5799,4
9892,0
12028,2
8785,4
6024,4
4152,0
14246,4
4874,1
14206,2
7781,4
14389,0
10781,0
6230,0
2098,0
57,4
2251,4
4443,2
2821,1
849,2
8118,2
16735,4
11312,0
12732,0
10186,2
9896,4
13826,0
10535,0
4363,0
4989,3
7964,0
3831,4
9555,4
2376,2
9323,0
2425,3
8305,0
1837,4
1473,0
8672,4
5674,1
6724,1
12454,4
14946,0
6179,3
3339,3
13114,4
8548,4
545,4
14578,3
14130,3
13887,4
6729,0
12978,0
13357,0
7096,3
11527,1
6118,2
6200,4
802,4
13014,4
1728,2
13287,4
6109,3
2341,2
6702,2
1765,0
7483,0
14341,3
3645,2
17089,4
10067,0
12666,2
14297,0
8997,0
7400,3
101,4
2910,0
8588,3
11227,1
8592,0
2077,3
14134,4
8629,0
4787,3
14967,4
6038,2
6858,3
12685,4
13592,4
9290,1
11057,0
3868,4
10431,0
591,0
3647,0
7189,0
6820,1
17908,1
6990,4
8547,4
16822,1
3053,4
8524,0
6337,4
5726,3
3565,4
4595,3
13627,0
656,4
1337,0
6808,3
17695,0
17017,2
4465,3
10597,2
13422,4
7793,1
16925,2
16707,4
10776,3
15993,3
15805,3
8201,4
2059,2
5451,0
3634,3
14086,4
8982,4
15991,0
8438,4
4162,0
8528,4
17220,4
7936,4
14131,4
4478,0
13225,2
1836,3
13339,3
14553,4
16579,4
4836,0
15018,3
9729,3
4442,0
9081,0
1067,2
510,0
237,1
5950,1
6282,3
7922,0
6634,1
14470,4
11259,4
8239,1
1388,0
1251,1
12416,0
9674,3
11247,0
7800,3
8879,0
8322,4
9999,0
11416,1
5895,0
13327,4
3289,4
16232,3
17120,1
14815,0
5986,0
9576,3
9475,4
4228,1
146,4
14302,2
1431,0
14995,1
5522,0
16032,4
11567,4
8673,3
6341,2
17380,4
10181,0
14823,0
8545,4
11290,1
2052,4
8790,4
12679,4
2923,0
11696,4
17811,3
3656,2
12816,4
17191,2
16844,1
9492,4
3479,3
3995,4
1670,4
15376,4
14705,4
7304,4
5459,0
14824,4
9488,3
17601,2
2075,1
15055,4
16668,0
12931,4
13926,0
8297,4
16207,4
911,2
2860,1
1886,3
10462,1
6636,0
16296,0
7912,2
15419,3
14026,0
4599,0
3644,3
4079,2
3361,4
12112,4
2536,4
14503,1
15686,2
2071,1
548,4
15933,0
14298,4
16128,0
9978,4
10171,1
13055,0
17764,1
8715,4
12998,1
12668,0
5450,1
15471,0
9390,3
4676,0
10216,0
7471,0
1421,0
6032,2
11405,0
8792,0
14914,4
7231,3
6380,3
3754,2
13455,2
3664,1
3029,0
6481,4
16078,3
4127,0
13942,0
6330,3
8949,4
14748,0
6621,0
11521,0
13013,3
3563,4
961,4
17087,2
6669,3
2772,0
5388,2
10156,3
16690,4
5754,4
419,1
15420,4
16310,4
17688,3
1576,4
359,0
7295,0
10006,4
6394,0
13982,0
4433,1
12606,4
2622,2
6452,0
15446,4
17390,0
12460,3
15228,0
13417,2
201,4
12553,3
3110,1
11689,2
9934,2
10328,2
7391,4
11179,4
3034,3
10643,1
6028,0
7386,1
11137,1
8750,4
14947,3
4032,1
6237,3
1988,0
14739,4
12731,4
11966,2
3614,4
9792,2
11698,0
14037,1
1245,1
13791,0
10354,4
13739,3
3615,4
47,0
13882,2
4964,2
17606,4
1241,0
3655,3
15787,0
15985,4
16215,1
327,0
16869,4
11454,2
6450,1
5184,2
469,0
4168,1
14158,4
7953,2
2726,2
3749,4
13231,1
15603,0
17459,0
869,2
16454,2
17573,3
13428,0
9119,2
9309,3
333,3
11917,1
2328,1
16105,0
2955,4
2915,4
17576,0
5323,1
1314,0
5913,1
7373,1
5035,2
10879,4
296,0
7705,1
14144,3
6229,0
8216,0
11308,4
7778,0
17835,3
2719,3
13633,4
6247,0
3928,3
16439,4
11743,4
14772,2
1210,4
2589,2
13817,2
1297,2
10338,3
15433,4
13912,4
3135,2
2307,4
8459,4
2571,3
3182,4
16738,0
14531,1
11214,4
12233,4
4424,0
14484,3
8661,4
1827,2
8251,3
8550,1
629,0
8348,2
14398,2
12849,3
1693,4
12785,1
15255,0
10423,0
10361,4
16234,4
10851,4
12402,0
2645,3
10126,1
16900,0
9988,4
11099,0
3512,3
8323,0
2599,0
4546,1
15458,2
9909,2
3130,4
1566,3
1577,1
11231,4
12064,0
5964,3
17004,4
9844,0
17790,0
3855,3
441,1
8863,4
5847,2
7030,3
4510,0
10970,4
4801,0
5804,2
17817,1
2033,2
7243,4
7275,3
1985,0
11365,1
7201,4
7848,1
472,4
5271,0
11395,4
10296,4
14127,4
13496,0
936,4
15800,3
14959,3
3223,2
15448,2
13649,4
1704,3
2958,3
6423,0
11751,4
9507,2
10190,4
16640,1
14677,1
10223,4
2626,2
11561,4
7196,4
16741,1
573,0
14444,1
15566,2
5010,4
7113,3
13976,3
17683,0
2842,0
13676,4
14375,3
2674,0
7102,4
708,4
4767,0
2878,3
3147,4
6079,3
1699,0
14108,0
8893,0
3623,4
8129,0
10093,3
15121,4
5781,0
17753,1
12748,3
10403,4
6334,4
938,3
2991,4
5951,0
12812,3
10329,1
14233,3
12200,1
12868,3
10862,3
15272,2
17629,1
15676,0
9116,3
4876,3
7670,2
14826,0
7141,3
14810,4
16336,0
8213,4
5763,3
13680,1
5751,0
3619,0
1736,4
10221,1
5488,2
6780,0
3979,0
9916,1
12206,1
14676,4
12834,3
12341,3
12194,4
12448,0
7826,3
3751,0
6251,4
10512,3
17273,1
5504,3
4418,1
4481,3
16201,0
14112,3
17319,3
11215,1
10965,1
14953,0
13938,2
1997,3
7025,0
11205,2
14201,2
10235,0
14525,0
14310,0
5069,4
1496,4
16870,3
13090,4
5353,1
4715,4
13634,0
1871,2
7618,4
3246,2
15802,4
5248,2
14351,4
4881,4
3424,0
8952,3
9215,4
15202,4
11963,1
13601,0
3469,3
10257,0
1726,0
2215,3
17197,3
5204,0
4643,2
16205,4
10969,3
4000,3
16767,4
17024,0
10720,2
6490,2
5555,0
16478,0
7576,4
6630,0
12559,3
6434,2
10648,2
4080,4
11422,0
4155,1
9738,0
16583,0
11532,1
12050,0
5865,1
14796,1
12730,2
14401,4
6239,4
3574,4
13658,3
17046,0
7968,3
5645,2
14977,2
1410,1
8147,2
9085,3
12247,3
4310,0
13518,0
5359,4
2202,0
3661,3
1145,4
5272,2
3731,0
12390,4
6198,4
12975,4
10853,0
14454,1
8236,3
16541,4
13830,2
14902,2
5552,0
5564,0
2332,0
3098,2
15863,4
4224,2
15427,4
10083,1
16059,4
5609,0
16705,3
4302,4
10141,2
16235,0
9613,0
15697,4
6931,3
14659,0
17163,0
4133,3
11692,3
15902,4
17731,1
11476,4
7506,1
10954,4
12982,4
8702,4
14434,1
4408,3
16539,0
13456,1
7430,4
4531,4
9714,1
8638,0
14280,3
1653,1
537,3
10618,2
7280,1
17742,4
17187,0
15154,1
16408,0
538,4
2847,4
15156,3
5926,4
6573,4
16661,4
13536,0
14665,0
11255,1
9176,2
17726,1
781,4
11605,0
7543,4
13709,0
15749,0
3773,0
3838,3
5171,1
7355,4
12744,1
2009,4
16428,1
13566,1
14487,4
17640,0
16812,0
607,4
12404,0
9112,3
9786,3
15831,1
9872,0
4562,0
15493,3
12863,4
12784,0
3712,4
6751,4
10727,4
6584,3
9216,4
12627,1
15958,0
16021,2
11248,4
13910,2
17316,1
639,1
6426,1
17407,2
11703,4
13251,4
2315,0
17263,4
11061,1
6249,4
6369,3
7744,4
13896,4
4673,4
4999,1
6934,4
17565,4
9163,0
15451,3
8159,4
8730,0
15593,2
7612,0
12172,4
14187,3
3948,3
3539,4
8354,1
5489,0
1293,4
9618,2
6007,2
5955,4
11936,0
5397,4
6463,4
15577,0
14759,4
12362,0
3671,0
1602,2
14727,4
15126,0
2706,2
709,4
9654,0
8436,4
4463,4
12859,4
596,0
13464,2
3552,4
6407,1
8158,2
17849,4
79,3
11028,1
8739,0
13738,4
16308,0
10639,4
12254,1
1413,4
2670,3
6844,3
15512,4
11921,4
10472,4
9534,0
16183,4
16356,0
7214,4
2768,2
11639,1
17661,0
2496,4
9813,4
2602,2
14660,2
12936,2
13302,4
2203,4
8721,1
16436,0
10652,3
9967,0
8197,3
15834,1
7736,1
1734,0
12729,4
2196,4
10049,4
17508,1
17468,4
381,0
2037,4
8185,3
1132,2
17553,3
9197,4
14253,2
1932,4
9755,4
2080,2
3356,3
16158,4
7839,1
985,2
8973,4
15892,0
3226,0
10404,3
7530,4
4726,0
8021,3
2160,1
14681,1
3106,4
12610,4
783,0
2326,1
2800,3
17241,2
340,4
12323,4
10566,4
4459,0
17383,0
12593,3
17618,0
9026,0
4405,2
9173,0
11461,4
12299,3
152,2
10613,0
15262,0
11721,0
2495,3
6562,0
10960,2
11791,4
14809,3
12284,0
15725,4
13275,0
16913,3
5851,3
9863,4
11540,2
3675,3
4008,0
4037,1
13304,4
15370,1
8532,4
6991,1
6138,2
16038,0
8959,4
11977,3
1140,0
11878,3
12229,0
14307,4
14142,0
4019,0
7885,4
13473,1
9171,1
2535,0
13695,1
16942,2
1380,0
5338,0
5169,0
263,0
501,4
7247,2
12960,0
15177,4
4347,1
3688,4
16551,1
9707,2
15102,2
14261,4
8765,2
8138,4
10132,1
1212,3
2816,0
1020,2
13731,2
15413,0
568,3
2241,2
5188,1
9579,3
11758,2
3885,4
11944,1
1483,4
378,0
10151,4
14912,4
15314,4
7342,0
10582,3
1450,1
369,3
5535,0
12473,1
2010,1
11075,1
6681,4
5871,2
1806,2
2027,1
2765,4
4747,0
8734,0
1823,3
17912,0
13828,1
9945,3
458,0
8075,0
774,3
35,1
463,2
16349,2
2273,2
9320,0
2410,0
11139,0
12107,4
8587,4
308,3
6769,0
1711,3
229,4
1429,1
17441,4
7742,0
3168,1
17725,1
14594,0
9641,3
9873,3
9444,2
10395,0
11441,0
6909,1
16466,0
13725,4
14488,0
5025,0
5194,4
4115,3
12350,0
8895,3
1196,1
12266,3
8794,1
5788,4
9139,4
5368,1
2909,1
11762,0
8515,2
9726,3
6474,2
2648,4
15332,4
1427,1
158,0
6192,0
1336,0
5306,4
13841,4
1723,4
6763,4
5100,3
3488,1
9231,4
5637,2
17439,3
2072,3
277,4
8126,0
12682,0
5656,0
1321,0
5198,4
10994,4
1611,2
15062,0
10743,0
11582,4
12470,1
7110,1
16984,0
15230,1
11373,0
15594,4
15250,1
10144,0
4734,2
17837,4
4338,4
14030,2
5072,1
12019,0
4156,4
4361,1
17714,4
17685,4
222,3
12788,0
12258,3
16031,0
9063,0
2914,4
3677,0
3594,2
14890,0
3302,4
9612,4
14150,4
17877,0
15060,0
13031,0
12764,1
8760,0
5408,1
17226,0
14104,2
15023,4
3686,0
10092,3
17034,1
7153,2
6014,4
6462,3
